date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
2014-09-06 14:29:06,11,3,205,155,17485,2677.3816,95676,0,1,9,2015-01-13,2015-02-02,2,0,1,5405,6,0,2,4,8,126,61
2014-12-28 18:44:19,37,1,69,811,16287,,99561,1,0,9,2015-07-16,2015-07-18,2,0,1,30337,1,0,1,6,70,10,2
2013-01-11 11:12:22,34,3,205,385,28521,,103532,0,0,5,2013-03-15,2013-03-23,2,0,1,12839,5,0,7,4,51,1509,40
2013-03-28 16:21:02,2,3,66,348,37377,679.5355,107548,0,0,0,2013-03-30,2013-03-31,2,0,1,8793,1,1,1,2,50,677,72
2014-09-06 10:53:25,2,3,66,448,40970,121.8203,109762,1,0,9,2014-09-27,2014-09-28,2,0,1,8229,1,0,1,2,50,678,28
2014-01-30 14:47:25,37,1,69,1011,34537,,113254,0,0,0,2014-04-23,2014-04-27,2,0,1,45326,6,0,1,2,50,675,10
2014-09-13 19:06:29,2,3,66,174,24103,5449.5217,115787,0,0,1,2014-09-22,2014-09-25,4,0,2,8253,1,0,1,6,70,19,64
2014-04-24 08:30:35,2,3,66,293,53327,725.6968,118700,0,0,9,2014-06-10,2014-06-13,2,2,1,8268,1,0,1,2,50,682,71
2013-02-12 10:23:38,2,3,66,174,35675,2752.5567,121433,0,0,1,2013-05-10,2013-05-12,6,2,3,8846,1,0,1,2,50,691,96
2014-01-17 13:40:34,2,3,66,351,51298,2214.0167,123320,1,0,9,2014-05-17,2014-05-21,2,0,1,8279,1,0,1,2,50,1230,5
2013-03-28 06:30:33,2,3,66,318,33796,,125389,0,0,9,2013-04-07,2013-04-08,1,1,1,12501,5,0,2,6,144,13,11
2013-11-27 14:46:55,2,3,66,220,19222,755.9987,128960,1,1,9,2013-12-18,2013-12-20,2,0,1,5694,3,0,2,2,50,191,94
2013-09-05 08:31:26,2,3,66,220,2086,130.2761,133805,0,0,1,2013-09-13,2013-09-14,2,0,1,28514,6,0,1,2,50,1457,84
2014-03-04 19:13:31,2,3,66,220,2086,193.1397,136823,1,0,9,2014-03-14,2014-03-16,2,2,1,8268,1,0,1,2,50,682,17
2013-02-23 23:03:06,37,1,69,695,9028,,139379,0,1,4,2013-04-04,2013-04-07,2,0,1,8746,1,0,1,6,105,29,8
2013-10-09 08:24:16,2,3,158,718,832,,143104,0,1,9,2013-11-22,2013-11-25,2,0,1,12206,6,0,3,2,50,628,54
2014-07-10 22:04:32,37,1,69,612,45322,,145177,0,0,0,2014-08-02,2014-08-03,2,0,1,19091,3,0,1,6,70,19,40
2014-12-25 21:09:12,40,3,66,220,1437,93.1271,148619,1,0,2,2014-12-27,2014-12-30,2,1,1,8284,1,0,1,2,50,685,31
2014-02-18 11:56:17,2,3,66,351,36508,1372.4917,151494,1,1,9,2014-05-09,2014-05-15,2,0,1,11938,1,0,1,4,8,126,2
2014-02-26 18:04:42,2,3,66,337,51661,,154308,0,1,9,2014-04-16,2014-04-20,2,2,1,19797,1,0,1,4,163,1933,64
2014-12-26 20:47:47,2,3,66,462,11488,6176.4906,158305,0,0,1,2015-07-12,2015-07-13,2,0,1,23716,6,1,1,6,22,245,46
2014-07-12 22:31:50,2,3,66,174,52099,213.1695,162304,0,0,9,2014-08-11,2014-08-12,2,1,1,8250,1,0,1,2,50,628,24
2013-07-26 15:06:40,2,3,66,153,20706,9.9966,163852,0,0,9,2013-07-27,2013-07-28,2,1,1,8272,1,0,3,2,50,659,34
2013-10-09 18:08:04,2,3,66,149,32073,5442.2012,165915,1,0,9,2013-12-09,2013-12-11,2,1,1,17823,1,0,1,6,105,770,12
2014-08-11 16:31:23,2,3,66,337,54287,294.0936,169804,0,0,1,2014-08-18,2014-08-20,2,3,1,11850,1,0,1,2,198,750,21
2014-12-29 19:01:02,37,1,46,166,42169,,172498,0,0,4,2015-01-04,2015-01-08,1,0,1,22479,6,0,1,4,196,2027,55
2014-02-09 14:55:31,19,3,66,363,45549,1025.4179,176235,0,1,5,2014-02-09,2014-02-11,2,0,1,8260,1,0,1,2,50,701,17
2014-10-30 19:08:43,2,3,66,321,42936,,179062,0,1,9,2015-01-24,2015-01-31,2,1,1,8810,1,0,1,4,8,1532,50
2013-08-26 13:30:36,2,3,66,174,30055,1745.9195,181983,0,1,9,2013-09-12,2013-09-15,2,0,1,8230,1,0,1,2,50,637,95
2013-04-08 03:51:20,2,3,23,48,4924,,184541,0,0,9,2013-07-05,2013-07-06,1,0,1,35531,4,0,1,2,50,592,77
2014-05-24 13:11:03,2,3,66,174,53088,,187515,0,0,1,2014-06-06,2014-06-07,2,0,1,12846,5,0,1,2,50,366,42
2014-08-19 11:17:42,2,3,19,38,47318,,189981,1,0,9,2014-08-28,2014-09-01,2,0,1,1114,1,0,1,4,8,122,29
2013-10-22 20:00:06,14,1,214,121,40092,,192206,0,0,9,2014-04-02,2014-04-05,2,0,1,8819,1,0,1,3,168,1242,97
2014-10-09 16:38:08,11,3,205,135,36086,345.7233,194232,0,0,9,2015-05-12,2015-05-14,1,0,1,44495,1,1,1,2,198,787,37
2014-07-13 10:41:26,2,3,66,314,4868,3845.5419,196641,0,0,9,2014-08-10,2014-08-15,2,0,1,17662,5,0,3,6,68,275,98
2013-07-31 11:20:42,2,3,66,348,43040,,199925,0,0,3,2013-08-24,2013-08-26,2,0,1,14808,1,0,1,2,50,581,83
2013-07-27 10:06:16,2,3,66,226,51467,1490.6034,202006,0,1,9,2013-11-06,2013-11-13,2,0,1,9600,1,0,1,4,32,1411,0
2014-07-29 22:22:55,2,3,66,174,49325,2583.8805,203608,1,0,9,2014-11-01,2014-11-04,2,0,1,8859,1,0,1,2,50,212,69
2014-04-19 22:48:11,2,3,66,220,8159,1222.043,206827,0,1,0,2014-07-22,2014-07-25,1,0,1,11634,1,0,1,4,35,1616,65
2014-10-29 11:12:20,2,3,129,311,47779,,212494,0,1,9,2014-11-17,2014-11-20,1,0,1,8220,1,0,1,3,182,46,29
2014-07-27 20:21:15,2,3,66,462,17112,5026.3562,215859,0,0,3,2014-09-02,2014-09-03,2,2,1,12253,6,0,1,6,204,27,35
2013-05-05 13:17:17,24,2,3,49,52620,,220712,0,0,9,2013-08-21,2013-08-23,2,2,1,5497,1,0,9,3,182,79,20
2014-11-29 21:26:40,24,2,3,41,9559,,225793,0,0,4,2014-12-29,2014-12-30,1,0,1,12402,5,0,3,6,204,1452,16
2014-07-21 23:09:23,13,1,46,172,56153,7603.7853,230310,0,0,9,2014-10-25,2014-11-01,1,0,1,669,3,0,1,2,50,212,83
2014-12-01 15:51:31,2,3,66,314,19803,1511.5087,237399,1,1,9,2015-01-20,2015-01-21,1,0,1,958,6,0,1,4,163,1503,30
2014-10-20 07:02:03,2,3,66,174,6735,2253.0764,245863,0,0,4,2014-11-11,2014-11-12,2,0,1,14148,4,0,2,2,50,191,70
2013-11-19 23:46:54,24,2,3,50,5703,,254528,0,0,7,2014-01-18,2014-01-21,1,0,1,8253,1,0,1,6,70,19,11
2013-11-08 11:41:49,2,3,66,196,2428,1399.7845,259828,0,0,9,2014-01-05,2014-01-11,2,0,1,5405,6,0,1,4,8,126,64
2014-11-06 21:41:11,2,3,66,447,902,368.127,265491,0,0,2,2014-12-17,2014-12-21,2,0,1,8250,1,0,1,2,50,628,54
2013-07-24 19:54:48,8,4,77,824,23566,4581.3285,274697,0,1,9,2013-07-26,2013-07-31,1,0,1,6581,6,0,1,3,171,61,21
2014-10-19 21:42:43,2,3,66,447,4794,355.4026,280584,0,0,9,2014-11-28,2014-11-30,2,0,1,12206,6,0,1,2,50,628,79
2013-12-28 01:32:36,2,3,133,20,3392,,290028,0,0,9,2013-12-28,2013-12-29,1,0,1,44244,8,1,1,6,204,27,15
2014-11-23 19:53:15,2,3,66,174,18354,386.0971,297136,1,0,1,2014-12-23,2014-12-26,2,1,1,8250,1,0,7,2,50,628,88
2013-02-28 17:04:29,37,1,66,356,18752,2.7485,301357,0,1,9,2013-05-01,2013-05-07,2,0,1,11924,1,0,1,2,50,1675,47
2014-10-07 20:44:17,37,1,55,11,30261,,304021,1,0,4,2014-10-09,2014-10-10,1,0,1,12247,6,0,1,6,204,27,48
2013-05-04 22:46:37,2,3,66,174,18354,2410.108,311088,0,0,3,2013-08-09,2013-08-12,2,1,1,8268,1,0,3,2,50,682,34
2014-02-09 07:56:36,11,3,205,135,36086,2553.7609,317045,0,1,9,2014-05-28,2014-06-03,1,0,1,21061,6,0,1,4,8,126,65
2014-01-10 12:10:38,33,2,194,38,42328,,320313,0,0,9,2014-03-07,2014-03-09,1,0,1,8242,1,0,1,3,171,61,11
2014-09-19 08:27:14,2,3,66,189,32132,854.6024,325057,0,0,9,2015-04-12,2015-04-14,1,0,1,11842,1,0,1,2,50,533,91
2014-07-10 04:56:50,2,3,149,290,33116,,328523,0,0,9,2014-07-31,2014-08-03,2,0,1,21222,1,0,1,3,152,73,74
2013-05-08 16:47:15,37,1,69,761,41949,,331829,0,0,5,2013-05-15,2013-05-18,2,1,1,8220,1,0,2,3,182,46,12
2014-10-02 17:27:51,11,3,205,385,19323,,334851,0,0,2,2015-01-03,2015-01-10,2,2,1,4454,3,0,4,2,50,682,71
2014-10-28 20:32:20,11,3,205,135,27655,1034.5007,338099,1,1,0,2014-11-08,2014-11-09,2,0,1,8236,1,0,1,2,50,656,21
2014-12-31 17:18:47,11,3,205,135,27655,3197.28,342082,0,1,1,2015-02-16,2015-02-23,2,0,1,8855,1,0,1,2,50,213,26
2014-08-04 16:51:59,24,2,3,60,29330,,345111,0,0,4,2014-08-16,2014-08-17,1,2,1,11922,1,0,2,2,198,376,7
2014-04-02 17:54:15,2,3,66,348,47997,3630.2193,349142,0,0,1,2014-07-17,2014-07-20,2,2,1,12241,6,0,1,6,204,27,25
2014-03-16 19:25:18,18,2,119,0,16439,,352444,0,1,2,2014-06-07,2014-06-10,2,0,1,11815,1,0,1,3,5,1701,62
2013-08-06 10:08:45,2,3,66,311,32172,130.1643,357186,0,0,2,2013-10-08,2013-10-09,2,0,1,8846,1,0,2,2,50,691,37
2013-05-13 10:53:32,2,3,66,258,4687,1851.5205,360304,0,1,9,2013-07-13,2013-07-16,2,0,1,14985,1,0,1,2,50,1241,41
2014-08-22 18:42:19,2,3,66,174,31731,1835.4325,362731,0,0,9,2014-08-27,2014-08-28,2,0,1,12189,6,0,1,2,50,637,95
2014-08-25 18:23:16,2,3,66,315,22202,3764.3775,365064,0,0,0,2015-04-03,2015-04-05,1,0,1,8743,1,0,1,6,144,24,5
2014-09-20 13:38:17,24,2,3,64,12576,,367924,1,0,9,2014-11-03,2014-11-07,1,0,1,8747,1,0,1,3,106,107,85
2013-09-28 22:28:49,2,3,66,184,14363,11.2265,370236,0,0,0,2013-10-12,2013-10-13,2,0,1,25121,6,0,1,2,50,653,42
2013-10-17 17:02:02,2,3,66,348,24960,2178.65,372170,0,1,9,2013-12-24,2014-01-04,2,0,1,11248,1,0,1,4,156,206,58
2014-06-19 08:12:23,2,3,66,363,22089,946.4355,376071,0,0,0,2014-06-19,2014-06-20,1,0,1,12895,5,1,1,2,50,686,6
2013-03-14 05:47:02,40,3,80,41,21389,,379783,0,0,9,2013-04-30,2013-05-04,3,0,1,8262,1,0,1,2,198,384,47
2013-11-30 07:59:57,2,3,66,314,6864,,384136,0,1,2,2014-01-20,2014-01-24,2,0,1,1373,3,0,3,4,8,1532,65
2014-01-25 11:11:49,2,3,80,38,52486,,386499,0,0,9,2014-04-20,2014-04-26,2,2,1,12248,6,0,1,6,204,27,25
2013-04-01 18:15:01,37,1,69,612,3062,,391007,0,0,7,2013-05-26,2013-05-30,2,0,1,30326,3,0,1,6,180,1518,3
2013-06-05 11:49:10,2,3,66,153,27462,561.768,394437,0,0,9,2013-07-22,2013-07-26,4,0,1,8844,1,0,1,2,50,672,85
2014-11-10 10:07:15,2,3,66,335,31206,952.27,397465,0,0,9,2014-11-12,2014-11-13,2,0,2,12177,6,1,1,2,50,350,95
2013-03-08 11:07:59,2,3,66,348,49399,,399769,0,0,4,2013-03-28,2013-03-30,5,1,2,12206,6,0,1,2,50,628,79
2013-08-13 14:17:22,2,3,66,331,40794,4425.5623,401865,1,0,1,2013-09-13,2013-09-14,1,0,1,8806,1,1,1,6,105,22,22
2013-09-25 09:30:08,2,3,66,174,24103,2310.377,404608,0,1,2,2013-12-05,2013-12-08,1,0,1,25701,6,0,1,2,50,688,91
2014-01-08 16:29:46,11,3,205,135,36086,419.2284,408423,0,0,9,2014-01-25,2014-01-26,2,0,1,8288,1,0,1,2,198,399,69
2013-08-28 07:04:02,2,3,66,293,36709,,411478,0,0,0,2013-08-29,2013-08-30,2,1,1,27570,6,0,6,2,50,511,50
2014-10-08 10:17:04,40,3,66,294,7976,339.0545,414431,0,0,5,2014-10-10,2014-10-12,2,0,1,50118,3,0,1,2,50,1628,31
2013-02-26 15:46:11,2,3,66,184,26602,1631.8342,418756,0,0,9,2013-09-09,2013-09-13,6,1,3,45626,6,0,3,2,50,675,97
2014-10-04 09:15:44,2,3,66,256,53274,5053.3123,420675,0,0,9,2014-12-31,2015-01-11,2,0,1,8745,1,0,1,6,204,27,65
2013-12-29 05:36:05,2,3,57,342,5021,,423269,1,0,0,2014-07-28,2014-07-30,1,3,1,12495,5,0,2,2,50,699,72
2014-10-30 17:43:16,2,3,66,332,55121,1367.8704,426177,0,1,0,2014-12-26,2014-12-30,2,0,1,9147,1,0,1,2,50,367,84
2013-05-17 05:58:05,2,3,66,448,12507,222.0763,428137,0,0,9,2013-05-17,2013-05-18,1,1,1,12483,5,0,1,2,50,675,21
2013-09-30 23:51:59,2,3,66,174,30055,153.2338,430245,0,0,9,2013-10-05,2013-10-06,2,0,1,11359,1,0,1,2,50,358,60
2014-05-21 13:47:59,2,3,66,174,24103,28.957,432203,0,0,9,2014-05-25,2014-05-26,2,2,1,12175,6,0,1,2,50,366,49
2014-10-07 08:50:46,2,3,66,311,24800,120.3831,433816,0,0,4,2015-01-16,2015-01-17,2,2,1,43184,6,0,1,2,50,1652,93
2014-06-12 13:57:19,2,3,66,356,113,5809.2254,438241,0,0,2,2014-08-10,2014-08-13,2,1,1,8746,1,1,1,6,105,29,8
2014-09-08 19:16:02,11,3,205,155,48849,1161.4861,442639,0,1,9,2015-04-03,2015-04-10,3,1,1,12175,6,0,5,2,50,366,95
2014-06-29 15:44:40,37,1,69,695,16692,,445105,0,0,9,2014-11-05,2014-11-08,2,0,1,8819,1,0,1,3,168,1242,41
2013-02-18 23:01:03,2,3,66,462,10651,30.5383,449955,0,0,9,2013-03-01,2013-03-03,2,2,1,12270,6,1,1,2,50,663,72
2013-10-29 01:20:06,8,4,77,824,15015,7497.8395,453239,0,0,9,2014-02-13,2014-02-15,4,0,1,468,1,0,1,3,48,153,8
2014-09-13 15:54:50,2,3,66,220,2086,4574.0633,456321,0,1,9,2014-12-06,2014-12-13,2,0,1,8745,1,0,1,6,204,27,97
2014-03-08 23:08:08,2,3,66,442,28620,4.3419,461492,0,0,0,2014-03-13,2014-03-15,1,0,1,8218,1,0,1,2,50,743,47
2014-06-08 16:24:13,2,3,66,174,17011,81.7857,463872,0,0,2,2014-06-15,2014-06-16,2,0,1,3744,1,0,1,2,50,1630,50
2013-01-27 09:58:03,2,3,66,337,52797,6439.1449,467826,0,0,9,2013-02-16,2013-02-22,2,0,1,8156,3,0,3,5,202,171,38
2014-09-23 11:41:32,2,3,29,194,28215,,476192,1,1,2,2015-01-15,2015-01-18,2,2,1,12471,5,0,1,3,48,153,97
2014-11-20 18:31:15,2,3,66,174,24103,2452.5673,486119,0,0,0,2014-11-26,2014-11-30,2,0,1,8267,1,0,1,2,50,675,4
2014-12-28 01:22:49,11,3,66,174,39877,16.066,490765,1,0,9,2014-12-29,2014-12-30,2,0,1,8254,1,0,1,2,50,365,40
2014-06-21 09:10:48,2,3,66,331,27951,,496991,0,0,9,2014-08-03,2014-08-07,3,0,1,8788,1,1,1,6,77,2,13
2014-11-19 09:59:48,2,3,66,220,28809,279.0455,502933,0,0,9,2014-11-28,2014-11-30,2,0,1,17563,1,0,1,2,50,1235,40
2014-02-22 11:57:08,34,3,205,354,25315,4612.7188,506206,0,0,9,2014-07-11,2014-07-18,2,0,1,15226,5,0,1,2,50,213,61
2014-11-05 10:46:03,2,3,66,220,1437,1063.9528,510372,0,1,9,2014-12-16,2014-12-22,2,0,1,11439,1,0,1,4,163,1503,87
2014-04-24 08:24:01,35,2,70,47,14566,,516445,0,0,9,2014-12-15,2014-12-19,2,0,1,8279,1,0,1,2,50,1230,40
2014-05-17 18:38:30,14,1,214,120,47350,,520177,1,1,1,2014-05-22,2014-05-27,1,1,1,8245,1,0,2,6,22,245,99
2013-12-10 18:32:11,2,3,66,220,20365,149.8669,526321,1,0,9,2014-01-02,2014-01-05,2,0,1,8268,1,0,1,2,50,682,34
2014-07-30 12:07:02,37,1,69,1011,6106,,528948,0,0,1,2014-11-13,2014-11-16,2,0,1,32462,4,0,2,2,50,674,95
2014-11-25 17:00:07,37,1,69,910,43113,,529715,0,0,4,2015-09-05,2015-09-07,2,0,1,8819,1,0,1,3,168,1242,37
2014-01-04 15:50:12,13,1,46,244,39040,,535309,0,1,9,2014-04-03,2014-04-06,3,0,1,8253,1,0,2,6,70,19,21
2014-11-17 20:41:33,11,3,205,155,26065,58.0352,538336,0,0,0,2014-12-30,2015-01-01,4,0,2,1901,1,0,1,2,198,401,95
2014-08-20 17:11:38,13,1,46,171,8553,1152.2192,541769,0,1,4,2014-08-22,2014-08-31,1,0,1,28610,6,0,1,6,22,245,30
2014-03-19 07:11:52,2,3,66,351,39058,126.6416,546683,0,0,2,2014-04-28,2014-04-30,7,0,3,8233,1,0,1,2,50,640,33
2014-11-10 10:50:05,2,3,66,226,42300,587.1657,550961,0,0,9,2015-03-22,2015-03-26,2,0,2,42630,3,1,1,2,50,637,95
2013-12-13 21:40:27,2,3,66,174,21855,443.3714,553143,0,0,9,2014-01-31,2014-02-04,2,0,1,12206,6,0,1,2,50,628,1
2014-06-27 14:31:07,2,3,66,174,23793,81.0863,558260,0,0,0,2014-07-09,2014-07-10,2,1,1,29317,4,0,2,2,50,827,26
2013-01-11 15:04:10,2,3,181,238,14762,,561186,0,0,9,2013-01-17,2013-01-19,1,0,1,8259,1,1,1,4,8,121,48
2014-06-21 09:00:25,2,3,66,174,5938,8193.8935,563153,1,0,3,2014-07-13,2014-07-15,2,2,1,23408,6,0,1,3,162,1194,81
2013-05-22 15:01:00,2,3,66,246,50661,6902.669,564552,0,0,9,2013-09-07,2013-09-21,2,0,1,18569,1,0,2,3,182,83,63
2013-09-11 08:22:37,2,3,215,715,136,9039.2588,569453,0,0,9,2013-12-28,2013-12-29,2,0,1,8796,1,0,1,3,104,1003,46
2013-04-27 11:05:57,2,3,66,448,12507,906.359,572234,0,0,3,2013-06-14,2013-06-17,4,0,1,11353,1,0,2,2,50,699,21
2014-03-01 13:03:34,2,3,66,462,11417,992.5849,574353,0,0,9,2014-05-04,2014-05-10,2,1,1,12132,1,1,1,2,50,366,18
2014-03-20 23:23:02,2,3,205,155,14703,7258.6089,576212,0,0,9,2014-08-16,2014-08-20,4,0,2,1398,3,1,1,3,141,1240,36
2014-10-08 19:59:42,2,3,66,174,41922,7825.5064,579122,0,0,1,2014-11-22,2014-11-23,2,0,1,17595,1,0,2,3,162,1047,62
2014-10-26 20:14:52,2,3,66,331,9189,1121.2047,581516,0,0,9,2014-10-31,2014-11-03,1,0,1,21059,6,0,1,4,8,110,83
2014-02-21 12:44:25,37,1,69,519,41866,,584890,0,1,9,2014-03-28,2014-04-05,2,0,1,8242,1,0,1,3,171,61,41
2014-10-17 07:33:00,2,3,66,293,24334,,588208,0,0,9,2014-10-22,2014-10-23,2,0,1,27477,6,0,1,2,50,647,50
2014-12-12 19:44:34,2,3,66,356,4779,2644.6372,591121,0,1,9,2015-10-21,2015-10-28,2,0,1,11938,1,0,2,4,8,126,92
2013-03-28 12:11:10,2,3,143,13,49597,,595712,0,0,9,2013-07-29,2013-08-02,2,1,1,11319,1,0,1,2,50,681,91
2013-07-01 19:15:21,30,4,195,548,56440,,598951,1,0,9,2013-07-14,2013-07-15,1,0,1,19450,1,0,1,0,34,57,36
2014-11-23 10:10:32,2,3,66,220,47307,641.974,601662,0,0,9,2014-12-25,2014-12-30,4,1,2,11993,1,0,1,2,50,438,94
2014-02-15 11:26:29,11,3,205,312,10553,943.0795,605473,0,0,0,2014-08-01,2014-08-04,2,3,2,26022,6,1,1,2,198,397,9
2014-09-22 20:38:43,32,1,62,135,43030,,607743,0,1,9,2014-10-31,2014-11-03,3,0,1,53533,3,1,1,6,70,19,32
2013-04-11 09:25:47,11,3,205,354,31871,804.4826,611426,0,0,9,2013-04-17,2013-04-18,2,0,1,26161,1,0,1,2,50,720,91
2014-09-07 09:07:30,2,3,66,174,32942,1718.9954,615178,0,0,1,2014-09-26,2014-09-28,1,0,1,27567,6,1,1,2,50,643,91
2014-06-17 20:35:31,2,3,66,337,47718,201.8129,620265,0,0,4,2014-08-28,2014-08-29,2,0,1,8223,1,0,1,2,50,690,9
2014-09-14 14:49:03,2,3,66,442,35574,171.1474,623018,0,0,9,2014-09-27,2014-09-28,2,0,1,12261,6,0,1,2,50,412,95
2013-11-23 20:01:12,37,1,69,739,23259,,626443,0,0,9,2013-12-24,2013-12-25,2,1,1,8253,1,0,1,6,70,19,22
2014-10-22 12:10:28,2,3,66,462,49272,1788.3341,629393,0,0,9,2014-10-29,2014-11-02,2,0,1,8277,1,0,1,2,50,412,98
2014-12-10 11:19:50,2,3,66,258,34892,,631432,0,1,2,2014-12-25,2015-01-01,1,0,1,8253,1,0,1,6,70,19,12
2014-01-13 12:08:45,2,3,66,293,17552,488.1998,633448,0,0,9,2014-02-07,2014-02-11,1,0,1,11907,1,0,1,2,50,714,3
2014-10-10 22:31:09,18,2,119,0,30083,,637649,0,0,1,2014-12-30,2015-01-02,2,0,1,8747,1,0,1,3,106,107,16
2014-04-19 14:42:47,2,3,66,220,19416,5012.9342,641388,0,0,0,2014-05-19,2014-05-20,6,1,2,18663,1,0,1,6,105,1849,8
2014-01-18 23:29:51,14,1,214,120,44496,,645021,0,1,9,2014-04-14,2014-04-20,2,0,1,8746,1,0,1,6,105,29,57
2013-10-16 20:32:11,2,3,66,311,18578,,647374,0,1,2,2014-01-01,2014-01-01,2,0,1,11334,1,0,1,4,96,201,65
2014-03-06 14:15:03,2,3,66,294,1784,69.7953,650859,0,0,9,2014-03-08,2014-03-09,2,0,1,54517,6,0,1,2,50,411,13
2014-12-31 03:03:45,8,4,77,462,29699,,653020,0,0,9,2015-03-01,2015-03-04,3,0,1,44333,8,0,2,0,63,1258,73
2014-02-02 21:20:19,2,3,66,174,15081,327.5249,657067,0,1,9,2014-02-12,2014-02-14,2,0,1,8279,1,0,1,2,50,1230,95
2014-04-08 05:54:57,2,3,66,258,4687,848.7092,659629,0,1,9,2014-04-10,2014-04-12,2,0,1,30429,4,1,1,2,50,690,98
2014-07-20 11:20:55,2,3,66,258,54770,746.8446,661364,0,1,9,2014-07-31,2014-08-05,4,1,2,8267,1,0,2,2,50,675,70
2014-09-17 08:16:12,2,3,66,314,11050,,662753,0,1,0,2014-10-10,2014-10-14,2,0,1,8260,1,0,1,2,50,701,77
2014-02-14 16:11:00,17,1,133,20,3392,,664934,0,0,5,2014-02-22,2014-02-25,3,1,3,23054,1,1,1,3,48,814,38
2014-12-02 15:31:27,2,3,66,311,24800,3644.6761,666333,0,0,5,2015-01-01,2015-01-06,2,1,1,8788,1,0,1,6,77,2,2
2013-12-31 13:52:56,2,3,66,392,32518,2.6073,668917,0,0,9,2014-01-01,2014-01-02,1,0,1,15157,3,1,1,2,50,698,94
2014-12-26 12:48:52,11,3,205,354,21728,1158.972,671212,0,0,9,2014-12-27,2014-12-30,2,0,1,15093,1,0,1,2,50,679,90
2013-08-04 12:57:41,2,3,66,325,36941,1780.7536,673952,0,0,9,2013-08-05,2013-08-06,2,0,1,12576,5,0,1,2,50,676,47
2013-07-21 23:15:10,2,3,48,424,5957,,675436,0,0,9,2013-09-23,2013-09-26,2,0,1,23479,6,0,1,6,70,19,21
